"","DBA","BUS NAME","BUSINESS ID","LOC NO","LOC NO SUFF","LOC PRE DIR","LOC STREET","LOC STREET TYPE","LOC UNIT TYPE","LOC APT","LOC CITY","LOC STATE","LOC ZIP","...14","BUS PHONE","EMAIL","address...17","lon","lat","address...20"
"89","BASINGER'S PRIMARY CARE PHARMACY","PRIMARY PHARMACY INC","1318",2025,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-723-0300","CSONDAG@GMAIL.COM","2025 CHICAGO JOLIET IL 60436",-88.0812976,41.4860363,"2025 s chicago st, joliet, il 60436, usa"
"90","BATTAGLIA DISTRIBUTING CORP INC","BATTAGLIA DISTRIBUTING CORP INC","433",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"312-738-1111","CARLOSR@BATTAGLIAFOODS.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"91","BAYMONT INN & SUITES JOLIET","RAJ SHAYAMA INC","2094",1730,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-725-8855","PATEL.DARSHIK@GMAIL.COM","1730 MCDONOUGH JOLIET IL 60436",-88.1215502,41.514851,"1730 mcdonough st, joliet, il 60436, usa"
"92","BEACON CLUB","BEACON CLUB","272",510,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-727-4567","DJKINDJAS@COMCAST.NET","510 CHICAGO JOLIET IL 60432",-88.0814694,41.533765,"510 n chicago st, joliet, il 60432, usa"
"93","BED BATH & BEYOND 628","BED BATH & BEYOND 628","843",2850,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-577-6488","LAURA.SEGRETO@BEDBATH.COM","2850 PLAINFIELD JOLIET IL 60435",-88.1593034,41.5755081,"2850 plainfield rd, joliet, il 60435, usa"
"94","BEEF SHACK","THE 1606 LLC","2023",1606,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-714-2287","A.DIMAURO@LEEFRYCO.COM","1606 JEFFERSON JOLIET IL 60435",-88.1207728,41.5224429,"1606 w jefferson st, joliet, il 60435, usa"
"95","BEGGAR'S PIZZA AT LENNY'S FOOD N FUEL","BPNL LLC","1995",2951,NA,NA,"CENTERPOINT","WAY",NA,NA,"ELWOOD","IL","60421",NA,"779-230-6850","SCOTTBOYENS@BEGGARSPIZZA.COM","2951 CENTERPOINT ELWOOD IL 60421",-88.1458365,41.4441121,"2951 centerpoint way, elwood, il 60421, usa"
"96","BEGGARS PIZZA AT RT 66 FOOD N FUEL","BEGGARS PIZZA AT RT 66 FOOD N FUEL","1833",2401,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-485-8000","SCOTTBOYENS@BEGGARSPIZZA.COM","2401 CHICAGO JOLIET IL 60436",-88.0816793,41.4801838,"2401 s chicago st, joliet, il 60436, usa"
"97","BEL-AIR MOTEL","JAI MATAJI1 INC","1673",1103,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-723-8340","PETERPATEL2000@YAHOO.COM","1103 PLAINFIELD JOLIET IL 60435",-88.1076471,41.5426646,"1103 plainfield rd, joliet, il 60435, usa"
"98","BELLA CUCINA CATERING","BELLA CUCINA CATERING LLC","571",800,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-744-8454",NA,"800 JEFFERSON JOLIET IL 60435",-88.1011328,41.5230945,"800 w jefferson st, joliet, il 60435, usa"
"99","BERLINSKY SCRAP","BERLINSKY SCRAP CORP","1164",212,NA,NA,"PAGE","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"815-726-4334","BSCKG01@SBCGLOBAL.NET","212 PAGE JOLIET IL 60432",-88.0587982,41.5288143,"212 page ave, joliet, il 60432, usa"
"100","BERNIE'S JERK KITCHEN","BERNIE'S JERK KITCHEN, INC","1908",312,NA,NA,"MANHATTAN","ROAD",NA,NA,"JOLIET","IL","60433",NA,"815-582-3405","JAE28MOO@ICLOUD.COM","312 MANHATTAN JOLIET IL 60433",-88.0722691,41.5009791,"312 manhattan rd, joliet, il 60433, usa"
"101","BERNIE'S JERK KITCHEN & WAFFLES","BERNIE'S JERK KITCHEN & WAFFLES INC","2131",2777,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-630-4153","JAE28MOO@ICLOUD.COM","2777 BLACK JOLIET IL 60435",-88.1500543,41.5373378,"2777 black rd, joliet, il 60435, usa"
"102","BERTINO'S AUTO SERVICE","BERTINO'S MARATHON SERVICE INC.","621",900,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"312-659-0301","BERTINOPETE@GMAIL.COM","900 PLAINFIELD JOLIET IL 60435",-88.1052246,41.5401082,"900 plainfield rd, joliet, il 60435, usa"
"103","BEST BUY LP 307","BEST BUY CORPORATE","1201",3351,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"630-845-1986","BUSINESSLICENSE@BESTBUY.COM","3351 MALL LOOP JOLIET IL 60431",-88.1654148,41.5807833,"3351 mall loop dr, joliet, il 60431, usa"
"104","BEST WESTERN JOLIET INN AND SUITES","MAHIMA HOTELS LLC","2068",4380,NA,NA,"ENTERPRISE","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-730-7500","TPATEL83@GMAIL.COM","4380 ENTERPRISE JOLIET IL 60431",-88.1875533,41.5193416,"4380 enterprise dr, joliet, il 60431, usa"
"105","BEST WESTERN PLUS - NORTH JOLIET","MARIGOLD HOSPITALITY INC","1719",3231,NA,NA,"NORMAN","AVENUE",NA,NA,"JOLIET","IL","60431",NA,"815-439-4200","MPATEL3691@YAHOO.COM","3231 NORMAN JOLIET IL 60431",-88.164119,41.582419,"3231 norman ave, joliet, il 60431, usa"
"106","BETTY'S BISTRO","BLACKHAWK RESTAURANT GROUP LLC","338",3068,NA,NA,"CATON FARM","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-556-8553","MARYJ@BLACKHAWKRESTAURANTGROUP.COM","3068 CATON FARM JOLIET IL 60435",-88.1613613,41.5654571,"3068 caton farm rd, joliet, il 60435, usa"
"107","BETTY'S BISTRO","BLACKHAWK RESTAURANT GROUP LLC","339",2310,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-230-5250","MARYJ@BLACKHAWKRESTAURANT GROUP.COM","2310 RT 59 PLAINFIELD IL 60586",-88.1987623,41.5632499,"2310 illinois rte 59, plainfield, il 60586, usa"
"108","BF TIRE GROUP","BF TIRE GROUP","2179",1101,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-715-4375",NA,"1101 BROADWAY JOLIET IL 60435",-88.0861546,41.5437245,"1101 n broadway st, joliet, il 60435, usa"
"109","BIBIAN BROTHERS INC","BIBIAN BROTHERS INC","617",404,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-727-7033","NICK@BIBIANBROSAUTO.COM","404 JEFFERSON JOLIET IL 60435",-88.0919462,41.5248262,"404 w jefferson st, joliet, il 60435, usa"
"110","BIG APPLE JOLIET","BIG APPLE JOLIET INC","281",106,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-630-7584","BIGAPPLEJOLIET@ATT.NET","106 LARKIN JOLIET IL 60435",-88.1240671,41.5235574,"106 n larkin ave, joliet, il 60435, usa"
"111","BIG CHILL","BIG CHILL INC","844",623,NA,NA,"WILCOX","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-545-4438","PAIGE.DANIELS @SBCGLOBAL.NET","623 WILCOX JOLIET IL 60435",-88.0991487,41.5358234,"623 wilcox st, joliet, il 60435, usa"
"112","BIMBO BAKERIES USA INC","BIMBO BAKERIES USA INC","408",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"866-492-2242","LICENSES@GRUPOBIMBO.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"113","BINNY'S BEVERAGE DEPOT","GOLD STANDARD ENTERPRISES, INC","2018",3150,NA,NA,"TONTI","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-230-8100","STUART@BINNYS.COM","3150 TONTI JOLIET IL 60431",-88.1616898,41.577258,"3150 tonti dr, joliet, il 60431, usa"
"114","BISHOP'S HILL WINERY","BRIDGEPORT WINERY LLC","2124",310,NA,NA,"BRIDGE","STREET",NA,NA,"JOLIET","IL","60435",NA,"TBD","PHIL@BISHOPSHILL.COM","310 BRIDGE JOLIET IL 60435",-88.090924,41.532929,"310 bridge st, joliet, il 60435, usa"
"115","BLACK ROAD FOOD & LIQUOR","OM SHREE DURGA MATA INC","2092",2787,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-730-7995","PARESH833@YAHOO.COM","2787 BLACK JOLIET IL 60435",-88.150353,41.5373481,"2787 black rd, joliet, il 60435, usa"
"116","BLUE KANGAROO","THE BLUE KANGAROO LLC","918",606,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"630-774-9175","JPARDO@HUGHESENTERPRISES.NET","606 CASS JOLIET IL 60432",-88.0651481,41.5275022,"606 e cass st, joliet, il 60432, usa"
"117","BOB EVANS RESTAURANTS 84","BOB EVANS RESTAURANTS, LLC","1862",1776,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-725-0160","PAT.QUINN@BOBEVANS.COM","1776 MCDONOUGH JOLIET IL 60436",-88.1236095,41.5147284,"1776 mcdonough st, joliet, il 60436, usa"
"118","BOB MARTIN AUTO SALES","BOB MARTIN AUTO SALES INC","229",501,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-727-1128",NA,"501 CASS JOLIET IL 60432",-88.0697492,41.5281452,"501 e cass st, joliet, il 60432, usa"
"119","BOB MARTIN AUTO SALES","BOB MARTIN AUTO SALES INC","231",725,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-0027",NA,"725 JEFFERSON JOLIET IL 60435",-88.1004364,41.523971,"725 w jefferson st, joliet, il 60435, usa"
"120","BOBBY'S TAP","BOBBY'S TAP INC","47",1107,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-726-2250","GKALUZA1@COMCAST.NET","1107 PLAINFIELD JOLIET IL 60435",-88.1079523,41.5427476,"1107 plainfield rd, joliet, il 60435, usa"
"121","BOB'S DISCOUNT FURNITURE","BOB'S DISCOUNT FURNITURE LLC","1831",2700,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"779-227-1550","ALICIA.BENSON@MYBOBS.COM","2700 PLAINFIELD JOLIET IL 60435",-88.1582605,41.5744738,"2700 plainfield rd, joliet, il 60435, usa"
"122","BODY TECH TOTAL FITNESS","BODY TECH JOLIET, INC","1852",3585,NA,NA,"HENNEPIN","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-439-9900","BODYTECH2002@COMCAST.NET","3585 HENNEPIN JOLIET IL 60431",-88.1707278,41.5737486,"3585 hennepin dr, joliet, il 60431, usa"
"123","BONNY'S BISTRO","DAKOTA ONE LLC","342",1310,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-729-2006","DAN@MERCHANTENTERPRISES.COM","1310 LARKIN JOLIET IL 60435",-88.1244429,41.547931,"1310 n larkin ave, joliet, il 60435, usa"
"124","BOOK AND BEAN CAFE LLC","BOOK AND BEAN CAFE LLC","857",3395,NA,NA,"BLACK","ROAD",NA,NA,"JOLIET","IL","60431",NA,"815-725-8859","BOOKANDBEANLLC@HOTMAIL.COM","3395 BLACK JOLIET IL 60431",-88.1663801,41.537336,"3395 black rd, joliet, il 60431, usa"
"125","BOOKIE MAGEE'S","ENTREE YOU, LLC","1919",2450,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"312-805-9352","ROB.PIERSON@LIVE.COM","2450 JEFFERSON JOLIET IL 60435",-88.1435495,41.5178224,"2450 w jefferson st, joliet, il 60435, usa"
"126","BOSTON MARKET 0565","BOSTON MARKET CORPORATION","280",1866,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-741-0330","PERMITS@BOST.COM","1866 JEFFERSON JOLIET IL 60435",-88.1272051,41.5221958,"1866 w jefferson st, joliet, il 60435, usa"
"127","BOTTOMS UP VENDING LLC","BOTTOMS UP VENDING LLC","2138",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-926-2100","IZZY@BUVONLINE.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"128","BP - BADY FUEL","BADY PETROLEUM INC","1113",6,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-722-8290","OULDBADY@GMAIL.COM","6 MCDONOUGH JOLIET IL 60436",-88.0817556,41.5161873,"6 mcdonough st, joliet, il 60436, usa"
"129","BRISAZ DE ALEGRIA","SANCHEZ, MA AURORA","2105",550,NA,"EAST","CASS","STREET","UNIT","F","JOLIET","IL","60432",NA,"815-630-1097",NA,"550 CASS JOLIET IL 60432",-88.0684128,41.5276545,"550 e cass st, joliet, il 60432, usa"
"130","BRITE CLEANERS","LIM, HELEN","1756",2947,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-436-2996","BRITECLEANERS1@GMAIL.COM","2947 JEFFERSON JOLIET IL 60435",-88.1546975,41.5226657,"2947 w jefferson st, joliet, il 60435, usa"
"131","BROTHERS TIRE SHOP","BROTHERS TIRE SHOP CORPORATION","2025",701,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"779-456-9447","CHATAGTZ20@YAHOO.COM","701 PLAINFIELD JOLIET IL 60435",-88.0991392,41.5364768,"701 plainfield rd, joliet, il 60435, usa"
"132","BROWN'S CHICKEN","JOLIET BC INC","1948",18,NA,"SOUTH","LARKIN","AVENUE","SUITE","5","JOLIET","IL","60436",NA,"TBD","SUNITAMESQUITA@YAHOO.COM","18 LARKIN JOLIET IL 60436",-88.1237201,41.5212596,"18 s larkin ave, joliet, il 60436, usa"
"133","BUDGET INN EXPRESS","RAJ MOTEL INC","763",1806,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-730-8800","SUEDAYSAA@YAHOO.COM","1806 MCDONOUGH JOLIET IL 60436",-88.1260691,41.5149831,"1806 mcdonough st, joliet, il 60436, usa"
"134","BUIKEMA ACE HARDWARE","WESTLAKE HARDWARE INC","1939",2240,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-210-1354","GAETANOP1973@GMAIL.COM","2240 RT 59 PLAINFIELD IL 60586",-88.1985051,41.5620069,"2240 illinois rte 59, plainfield, il 60586, usa"
"135","BURGER KING 10291","TRI CITY FOODS OF ILLINOIS INC","1440",3130,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-302-0235",NA,"3130 PLAINFIELD JOLIET IL 60435",-88.1625563,41.579291,"3130 plainfield rd, joliet, il 60435, usa"
"136","BURGER KING 11830","TRI CITY FOODS OF ILLINOIS INC","1439",3625,NA,NA,"ROCK CREEK","BOULEVARD",NA,NA,"JOLIET","IL","60431",NA,"815-730-0609",NA,"3625 ROCK CREEK JOLIET IL 60431",-88.169564,41.495773,"3625 rock creek rd, joliet, il 60431, usa"
"137","BURGER KING 1470","TRI CITY FOODS OF ILLINOIS INC","1438",400,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-727-2113",NA,"400 CASS JOLIET IL 60432",-88.07225,41.5276211,"400 e cass st, joliet, il 60432, usa"
"138","BURGER KING 189","TRI CITY FOODS OF ILLINOIS INC","1437",108,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-725-7928",NA,"108 LARKIN JOLIET IL 60435",-88.1242197,41.5240283,"108 n larkin ave, joliet, il 60435, usa"
"139","BURGER KING 27981","TRI-CITY FOODS OF IL INC","2133",3340,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"TBD","PERMITS@GULSHANINC.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"140","BURNING LEAF CIGARS","NATURAL LEAF","1906",2319,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-782-4700","NATURALLEAF2319@GMAIL.COM","2319 RT 59 PLAINFIELD IL 60586",-88.201393,41.564059,"2319 illinois rte 59, plainfield, il 60586, usa"
"141","BURRIS EQUIPMENT","BURRIS EQUIPMENT CO","622",2001,NA,NA,"CHERRY HILL","ROAD",NA,NA,"JOLIET","IL","60433",NA,"815-464-6650","DEB.ZENNER@BURRISEQUIPMENT.COM","2001 CHERRY HILL JOLIET IL 60433",-88.0243854,41.4909342,"2001 cherry hill rd, joliet, il 60433, usa"
"142","CADENCE PREMIER LOGISTICS","CADENCE PREMIER LOGISTICS LLC","1882",2250,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"708-637-0777","CHUCKROELLE@CADENCEPREMIER.COM","2250 CHICAGO JOLIET IL 60436",-88.0787041,41.4837274,"2250 s chicago st, joliet, il 60436, usa"
"143","CADENCE SOCCER & FUTSAL CENTER","CADENCE SOCCER & FUTSAL CENTER LLC","1891",2250,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"708-637-0777","CHUCKROLLE@CADENCEPREMIER.COM","2250 CHICAGO JOLIET IL 60436",-88.0787041,41.4837274,"2250 s chicago st, joliet, il 60436, usa"
"144","CADENCE TRUCK AND TRAILER SALES LLC","CADENCE TRUCK AND TRAILER SALES, LLC","2050",2050,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"708-388-0404","TOM@CADENCEPREMIER.COM","2050 CHICAGO JOLIET IL 60436",-88.0799609,41.4868375,"2050 s chicago st, joliet, il 60433, usa"
"145","CAJUN BOIL & BAR","CAJUN JOLIET INC","2070",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1467","JOLIET","IL","60431",NA,"815-782-4772","ZHANG3237@GMAIL.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"146","CALDERON LIQUORS INC","CALDERON LIQUORS INC","53",741,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-722-8282","CALDERONLIQUORS1@GMAIL.COM","741 COLLINS JOLIET IL 60432",-88.0729181,41.5384221,"741 collins st, joliet, il 60432, usa"
"147","CANTEEN COMPASS","CANTEEN COMPASS GROUP","905",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-833-3666","JEAN.GUIDO@COMPASS-USA.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"148","CANTIGNY POST 367 VFW","CANTIGNY POST 367","76",826,NA,NA,"HORSESHOE","DRIVE",NA,NA,"JOLIET","IL","60435",NA,"815-722-5398","JCLAUSEN48@COMCAST.NET","826 HORSESHOE JOLIET IL 60435",-88.1059876,41.5389502,"826 horseshoe dr, joliet, il 60435, usa"
"149","CARLITOS AUTO REPAIR","GUTIERREZ, JUAN CARLOS","704",1311,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-919-8003","AMERICA97@YAHOO.COM","1311 COLLINS JOLIET IL 60432",-88.0730136,41.5487824,"1311 collins st, joliet, il 60432, usa"
"150","CARNICERIA RIO GRANDE 1","ROCK & ROLAS VIDEO INC","422",468,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-774-0655","ROCKYROLAS@YAHOO.COM","468 COLLINS JOLIET IL 60432",-88.07225,41.5333187,"468 collins st, joliet, il 60432, usa"
"151","CASS AUTO SALES","CASS AUTO SALES, INC","1788",614,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-6633","CASS 614AUTOSALES@HOTMAIL.COM","614 CASS JOLIET IL 60432",-88.0644416,41.527744,"614 e cass st, joliet, il 60432, usa"
"152","CASS ST. TIRE SHOP CORPORATION","CASS ST. TIRE SHOP CORPORATION","2048",1227,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-791-9580","TaLAMILLO49@YAHOO.COM","1227 CASS JOLIET IL 60432",-88.0511891,41.5295113,"1227 e cass st, joliet, il 60432, usa"
"153","CASTILLOS BROTHERS AUTO SERVICE","CASTILLO, HECTOR","1614",704,NA,"EAST","BENTON","STREET",NA,NA,"JOLIET","IL","60432",NA,"630-755-1481",NA,"704 BENTON JOLIET IL 60432",-88.0635443,41.5297388,"704 e benton st, joliet, il 60432, usa"
"154","CATERING BY KNIGHT","CATERING BY KNIGHT INC","1855",1910,NA,"SOUTH","BRIGGS","STREET",NA,NA,"JOLIET","IL","60433",NA,"630-688-6817","MKNIGHT1221@GMAIL.COM","1910 BRIGGS JOLIET IL 60433",-88.0379672,41.4927722,"1910 s briggs st, joliet, il 60433, usa"
"155","CATRINAS MEX","CATRINAS MEX LLC","1978",20,NA,"WEST","JACKSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-714-2101","AMY13_8@HOTMAIL.COM","20 JACKSON JOLIET IL 60432",-88.0810235,41.531472,"20 e jackson st, joliet, il 60432, usa"
"156","CBJ CAFE","CBJ LLC","2172",81,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"TBD","JAMESSANKEY007@YAHOO.COM","81 CHICAGO JOLIET IL 60432",-88.0818701,41.5257519,"81 n chicago st, joliet, il 60432, usa"
"157","CD ONE PRICE CLEANERS CD10","BAKSAH INC","31",2123,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-577-9108",NA,"2123 RT 59 PLAINFIELD IL 60586",-88.2011372,41.5604738,"2123 illinois rte 59, plainfield, il 60586, usa"
"158","CEMENO'S PIZZA","CCCB CO INC","55",1630,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-258-9771","SUESCHULTZ50@YAHOO.COM","1630 ESSINGTON JOLIET IL 60435",-88.1598227,41.55215,"1630 essington rd, joliet, il 60435, usa"
"159","CENTRAL CLEANERS","CENTRAL CLEANERS INC","27",1120,NA,NA,"RICHARDS","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-726-1229","CKOURS@GMAIL.COM","1120 RICHARDS JOLIET IL 60433",-88.0708617,41.5030045,"1120 richards st, joliet, il 60433, usa"
"160","CENTRAL CLEANERS 2","CENTRAL CLEANERS INC","28",715,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-0099","CKOURS@GMAIL.COM","715 JEFFERSON JOLIET IL 60435",-88.099826,41.524078,"715 w jefferson st, joliet, il 60435, usa"
"161","CENTRAL CLEANERS INC 8","CENTRAL CLEANERS INC","885",1708,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-725-6613","CKOURS@GMAIL.COM","1708 JEFFERSON JOLIET IL 60436",-88.1231519,41.5220594,"1708 w jefferson st, joliet, il 60435, usa"
"162","CENTRAL MUFFLERS & AUTO REPAIR","CENTRAL MUFFLERS","1362",362,NA,NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"708-268-4804","LERIDAVARGAS39@GMAIL.COM","362 RUBY JOLIET IL 60435",-88.0909539,41.5377659,"362 ruby st, joliet, il 60435, usa"
"163","CHAMPION'S SPORTS BAR","GAMETIME SPORTS BAR & GRILL INC","1609",2049,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"630-660-8471","CHAMPIONSSB@HOTMAIL.COM","2049 RT 59 PLAINFIELD IL 60586",-88.2007553,41.5596934,"2049 illinois rte 59, plainfield, il 60586, usa"
"164","CHAVEZ AUTO REPAIR","CHAVEZ, HECTOR DAVID","1905",451,NA,NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-740-1349","CHAVEZ6598@SBCGLOBAL.NET","451 RUBY JOLIET IL 60435",-88.0931673,41.5381927,"451 ruby st, joliet, il 60435, usa"
"165","CHEAP CHEAP LIQUOR","CHEAP CHEAP LIQUOR INC","186",2211,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-609-5961","AVNINDERSINGH@ATT.NET","2211 RT 59 PLAINFIELD IL 60586",-88.2010488,41.5613146,"2211 illinois rte 59, plainfield, il 60586, usa"
"166","CHECKERS 3448","JOLIET C INC","1573",1805,NA,"WEST","JEFFERSON","STREET","SUITE","A","JOLIET","IL","60435",NA,"847-208-5656","ABYSIDI@GMAIL.COM","1805 JEFFERSON JOLIET IL 60435",-88.1259738,41.5228859,"1805 w jefferson st, joliet, il 60435, usa"
"167","CHEESECAKES BY JAMES","CHEESECAKES BY JAMES","1404",20,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-582-4151","CHEESECAKEBYJAMES@GMAIL.COM","20 CASS JOLIET IL 60432",-88.080999,41.527586,"20 e cass st, joliet, il 60432, usa"
"168","CHEFY'S KITCHEN AND CATERING","CHEFY'S KITCHEN AND CATERING","1462",1511,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-641-8776","CHEFYS@ROCKETMAIL.COM","1511 PLAINFIELD JOLIET IL 60435",-88.1189614,41.5507084,"1511 plainfield rd, joliet, il 60435, usa"
"169","CHELLINO CHEESE CO","TOPZ DAIRY PRODUCTS CO INC","677",505,NA,NA,"BENNETT","AVENUE",NA,NA,"JOLIET","IL","60433",NA,"815-726-5969",NA,"505 BENNETT JOLIET IL 60433",-88.066401,41.514943,"505 bennett ave, joliet, il 60433, usa"
"170","CHERLYNNE'S CHATEAU","CHERLYNNE'S CHATEAU INC","258",205,NA,"EAST","CLINTON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-302-5813","MMEADE@MEADECPA.COM","205 CLINTON JOLIET IL 60432",-88.0768313,41.5271511,"205 e clinton st, joliet, il 60432, usa"
"171","CHERRY HILL CAFE","CHERRIES INC","567",2635,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"708-341-6115","CHERRYHILLCAFE@YAHOO.COM","2635 CASS JOLIET IL 60432",-88.0133956,41.5267985,"2635 e cass st, joliet, il 60432, usa"
"172","CHEVERE LATIN CAFE","CHEVERE LATIN CAFE CORP","1823",81,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-582-4353","JMALAVE789@YAHOO.COM","81 CHICAGO JOLIET IL 60432",-88.0818701,41.5257519,"81 n chicago st, joliet, il 60432, usa"
"173","CHICAGO DREAMS FOOD AND LIQUOR","CHICAGO DREAMS LLC","1840",2352,NA,NA,"GLENWOOD","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-725-5745","NIKS3700@YAHOO.COM","2352 GLENWOOD JOLIET IL 60435",-88.1397757,41.5291196,"2352 glenwood ave, joliet, il 60435, usa"
"174","CHICAGO RACQUET & FITNESS","QUAD STEP HOLDINGS LLC","1517",2701,NA,NA,"BLACK","ROAD","SUITE","202","JOLIET","IL","60435",NA,"779-206-4903",NA,"2701 BLACK JOLIET IL 60435",-88.1486805,41.5383591,"2701 black rd, joliet, il 60435, usa"
