LOC NO,LOC STREET,LOC CITY,LOC STATE,LOC ZIP,DBA,FEIN/SSN,LIC TEXT2 (LIC 1),CHG 1 DESC (LIC 1),CHG 1 LONG DESC (LIC 1),CYCLE CODE (LIC 2),CYCLE DESC (LIC 2),LIC TEXT1 (LIC 2),LIC TEXT2 (LIC 2),LIC TEXT4 (LIC 2),CYCLE DESC (LIC 3),LIC TEXT2 (LIC 3),CHG 1 DESC (LIC 3),CHG 1 LONG DESC (LIC 3),CYCLE CODE (LIC 4),CYCLE DESC (LIC 4),LIC TEXT1 (LIC 4),LIC TEXT2 (LIC 4),LIC TEXT4 (LIC 4),CYCLE CODE (LIC 5),CYCLE DESC (LIC 5),LIC TEXT1 (LIC 5),LIC TEXT2 (LIC 5),QTY STAT CD (LIC 5)
2302,ESSINGTON,JOLIET,IL,60435,CORK WINE BAR,82-3413623,CLASS B PREMISES,CLASS B,CLASS B PREMISES,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,,,,,,,,,,
17,JEFFERSON,JOLIET,IL,60432,PANINO FRESCO,47-2619667,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,,,,,,,,,,,,,,
2904,COLORADO,JOLIET,IL,60431,HIBACHI SUSHI GRILL,46-4526045,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,,,,,,,,,,,,,,
300,STRYKER,JOLIET,IL,60436,ST GEORGE SOCIAL CENTER,36-6474251,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,GLORIA JEANS COFFEE,47-4287214,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,,,,,,,,,,,,,,
704,JEFFERSON,JOLIET,IL,60435,VALLE'S PRODUCE 3,82-3567050,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,,,,,,,,,,
825,JEFFERSON,JOLIET,IL,60435,STOP & GO TOBACCO,82-3709698,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,
2309,ESSINGTON,JOLIET,IL,60435,JET'S PIZZA,45-4144262,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2953,JEFFERSON,JOLIET,IL,60435,TASTEE BITES,30-0174068,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,,,,,,,,,,,,,,
101,JACKSON,JOLIET,IL,60432,JOLIET AUTO CENTER,47-1797603,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
212,LARKIN,JOLIET,IL,60436,GULF FUEL,82-1921476,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,,,,,
750,BROADWAY,JOLIET,IL,60435,SYMBOLIC KUSTOMZ,47-2094825,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,
366,RUBY,JOLIET,IL,60435,CASPER SHOOTING,82-2363828,WEAPONS DEALER,WEAPONS,WEAPONS DEALER LICENSE,,,,,,,,,,,,,,,,,,,
115,CLINTON,JOLIET,IL,60432,STANFORD GAMING,81-1800593,COIN VENDING - VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,
115,CLINTON,JOLIET,IL,60432,STANFORD VENDING,81-4417910,COIN VENDING - AMUSEMENT,CN AMSNT,COIN VENDING - AMUSEMENT LICENSE,,,,,,,,,,,,,,,,,,,
