"","LOC NO","LOC STREET","LOC CITY","LOC STATE","LOC ZIP","DBA","FEIN/SSN","LIC TEXT2 (LIC 1)","CHG 1 DESC (LIC 1)","CHG 1 LONG DESC (LIC 1)","CYCLE CODE (LIC 2)","CYCLE DESC (LIC 2)","LIC TEXT1 (LIC 2)","LIC TEXT2 (LIC 2)","LIC TEXT4 (LIC 2)","CYCLE DESC (LIC 3)","LIC TEXT2 (LIC 3)","CHG 1 DESC (LIC 3)","CHG 1 LONG DESC (LIC 3)","CYCLE CODE (LIC 4)","CYCLE DESC (LIC 4)","LIC TEXT1 (LIC 4)","LIC TEXT2 (LIC 4)","LIC TEXT4 (LIC 4)","CYCLE CODE (LIC 5)","CYCLE DESC (LIC 5)","LIC TEXT1 (LIC 5)","LIC TEXT2 (LIC 5)","QTY STAT CD (LIC 5)","address...30","lon","lat","address...33"
"641",312,"COLLINS","JOLIET","IL",60432,"O'REILLY AUTO PARTS 3408","86-0221312","SECOND HAND SALES","2ND HND SL","SECOND HAND SALES LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312 COLLINS JOLIET IL 60432",-88.0719827,41.5303875,"312 collins st, joliet, il 60432, usa"
"642",2123,"RT 59","PLAINFIELD","IL",60586,"CD ONE PRICE CLEANERS CD10","20-5397831","DRY CLEANER","DRY CLEANR","DRY CLEANER LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2123 RT 59 PLAINFIELD IL 60586",-88.2011372,41.5604738,"2123 illinois rte 59, plainfield, il 60586, usa"
"643",205,"JACKSON","JOLIET","IL",60432,"OUR LADY OF MT CARMEL","36-2971921","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS F CLUB",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","205 JACKSON JOLIET IL 60432",-88.0770222,41.5326569,"205 e jackson st, joliet, il 60432, usa"
"644",703,"RICHARDS","JOLIET","IL",60433,"IRVING ATHLETIC CLUB","36-2028306","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"703 RICHARDS JOLIET IL 60433",-88.0745407,41.5111094,"703 richards st, joliet, il 60433, usa"
"645",124,"STONE CITY","JOLIET","IL",60436,"STONE CITY POST VFW 2199","36-2010389","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"124 STONE CITY JOLIET IL 60436",-88.0832825,41.4779449,"124 stone city dr, joliet, il 60436, usa"
"646",1207,"NICHOLSON","JOLIET","IL",60435,"MORAN ATHLETIC  CLUB","36-1501500","COIN VENDING - AMUSEMENT","CN AMSNT","COIN VENDING - AMUSEMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS V VIDEO GAMING",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"1207 NICHOLSON JOLIET IL 60435",-88.0946938,41.5457873,"1207 nicholson st, joliet, il 60435, usa"
"647",250,"FRONTAGE","JOLIET","IL",60431,"B P O E JOLIET LODGE 296","36-0793016","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"250 FRONTAGE JOLIET IL 60431",-88.19079,41.5170113,"250 se frontage rd, joliet, il 60431, usa"
"648",578,"JACKSON","JOLIET","IL",60432,"J & S AUTO SHOP","SSN","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"578 JACKSON JOLIET IL 60432",-88.0673819,41.5315398,"578 e jackson st, joliet, il 60432, usa"
"649",3200,"CHICAGO","JOLIET","IL",60436,"LEVY PREMIUM FOODSERVICE RT 66 RACEWAY","36-4193277","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS K STADIUM",NA,"3200 CHICAGO JOLIET IL 60436",-88.0744934,41.4644849,"3200 s chicago st, joliet, il 60436, usa"
"650",875,"LARKIN","JOLIET","IL",60435,"AUTO ZONE 695","66-0557319","PAINT SALES","PAINTSAL<1","PAINT SALES LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"875 LARKIN JOLIET IL 60435",-88.1261263,41.5399813,"875 n larkin ave, joliet, il 60435, usa"
"651",3555,"MALL LOOP","JOLIET","IL",60431,"HAMPTON INN - JOLIET 55","39-1800802","HOTEL/MOTEL","HOTEL 2","HOTEL/MOTEL LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","HOTEL/MOTEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3555 MALL LOOP JOLIET IL 60431",-88.1713285,41.5804136,"3555 mall loop dr, joliet, il 60431, usa"
"652",1521,"RIVERBOAT CENTER","JOLIET","IL",60431,"HAMPTON INN - JOLIET 80","39-1800804","HOTEL/MOTEL","HOTEL 2","HOTEL/MOTEL LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","HOTEL/MOTEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1521 RIVERBOAT CENTER JOLIET IL 60431",-88.1655324,41.4946127,"1521 riverboat center dr, joliet, il 60431, usa"
"653",2230,"MCDONOUGH","JOLIET","IL",60436,"JOLIET TERRACE NURSING CENTER","45-2841697","NURSING HOMES & SHELTERED CARE","NRSNGHOME","NURSING HOMES & SHELTERED LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2230 MCDONOUGH JOLIET IL 60436",-88.1371453,41.5144402,"2230 mcdonough st, joliet, il 60436, usa"
"654",692,"THEODORE","JOLIET","IL",60435,"MICHALENE'S LIQUORS","26-4133303","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS A PREMISES & PACKAGE","CLASS A","CLASS A PREMISES & PACKAGE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,"692 THEODORE JOLIET IL 60435",-88.0990056,41.5520613,"692 theodore st, joliet, il 60435, usa"
"655",1529,"BROADWAY","JOLIET","IL",60435,"LAMBERT MOBIL FOODSHOP","36-3822766","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","PUBLIC GARAGE","BAYS","1529 BROADWAY JOLIET IL 60435",-88.0883969,41.5524322,"1529 n broadway st, joliet, il 60435, usa"
"656",928,"JEFFERSON","JOLIET","IL",60435,"LAMBERT PSF FOODSHOP","36-3822766","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION","HOSE","928 JEFFERSON JOLIET IL 60435",-88.1052628,41.522977,"928 w jefferson st, joliet, il 60435, usa"
"657",1411,"RIVERBOAT CENTER","JOLIET","IL",60431,"RIVERBOAT GAS & FOOD BP","26-4296238","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION","HOSE","1411 RIVERBOAT CENTER JOLIET IL 60431",-88.1677476,41.4956814,"1411 riverboat center dr, joliet, il 60431, usa"
"658",3068,"CATON FARM","JOLIET","IL",60435,"BETTY'S BISTRO","45-4510375","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M VIDEO POKER ONLY",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","3068 CATON FARM JOLIET IL 60435",-88.1613613,41.5654571,"3068 caton farm rd, joliet, il 60435, usa"
"659",2310,"RT 59","PLAINFIELD","IL",60586,"BETTY'S BISTRO","45-4510375","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M VIDEO POKER ONLY",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","2310 RT 59 PLAINFIELD IL 60586",-88.1987623,41.5632499,"2310 illinois rte 59, plainfield, il 60586, usa"
"660",2410,"JEFFERSON","JOLIET","IL",60435,"PENNY'S PLACE","45-4510375","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","2410 JEFFERSON JOLIET IL 60435",-88.1422916,41.5216665,"2410 w jefferson st, joliet, il 60435, usa"
"661",1310,"LARKIN","JOLIET","IL",60435,"BONNY'S BISTRO","32-0394852","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M VIDEO POKER ONLY",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","1310 LARKIN JOLIET IL 60435",-88.1244429,41.547931,"1310 n larkin ave, joliet, il 60435, usa"
"662",1621,"JEFFERSON","JOLIET","IL",60435,"SPEEDWAY 5376","31-1551430","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","1621 JEFFERSON JOLIET IL 60435",-88.1216646,41.523011,"1621 w jefferson st, joliet, il 60435, usa"
"663",124,"RICHARDS","JOLIET","IL",60433,"S & T FOOD MART/SAM'S EATERY","26-3845481","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,"124 RICHARDS JOLIET IL 60433",-88.0738535,41.5209348,"124 richards st, joliet, il 60433, usa"
"664",2138,"JEFFERSON","JOLIET","IL",60435,"SUPER CHINA BUFFET","80-0839717","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2138 JEFFERSON JOLIET IL 60435",-88.1360861,41.5219081,"2138 w jefferson st, joliet, il 60435, usa"
"665",777,"HOLLYWOOD","JOLIET","IL",60436,"HOLLYWOOD CASINO JOLIET","46-3408585","HOTEL/MOTEL","HOTEL 2","HOTEL/MOTEL LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS O OUTDOOR/BEER GRD EARLY",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","SEAT","777 HOLLYWOOD JOLIET IL 60436",-88.145328,41.479289,"hollywood casino & hotel joliet, 777 hollywood blvd, joliet, il 60436, usa"
"666",24,"OHIO","JOLIET","IL",60432,"LA HACIENDA BANQUET HALL","27-0215500","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT","CLASS M","CLASS M MUSIC/ENTERTAINMENT","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS E RESTAURANT OR HOTEL",NA,"24 OHIO JOLIET IL 60432",-88.0808493,41.533098,"24 ohio st, joliet, il 60432, usa"
"667",511,"CASS","JOLIET","IL",60432,"ILLINOIS AUTO GLASS","32-0165205","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"511 CASS JOLIET IL 60432",-88.0690619,41.5281337,"511 e cass st, joliet, il 60432, usa"
"668",1984,"ESSINGTON","JOLIET","IL",60435,"HENRY ALES AUTOMOTIVE","36-3960267","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984 ESSINGTON JOLIET IL 60435",-88.1608134,41.5580171,"1984 essington rd, joliet, il 60435, usa"
"669",611,"JOYCE","JOLIET","IL",60436,"HAMILTON'S  SMALL ENGINE REPAIR","20-8703601","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"611 JOYCE JOLIET IL 60436",-88.1411745,41.511913,"611 joyce rd, joliet, il 60436, usa"
"670",1900,"ESSINGTON","JOLIET","IL",60435,"JOLIET SUPER WASH","02-0632391","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1900 ESSINGTON JOLIET IL 60435",-88.1605658,41.5555362,"1900 essington rd, joliet, il 60435, usa"
"671",201,"PAGE","JOLIET","IL",60432,"JOLIET AUTO RADIATOR SERVICE","36-2967635","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201 PAGE JOLIET IL 60432",-88.087218,41.5266604,"billie limacher bicentennial park, 201 w jefferson st, joliet, il 60432, usa"
"672",1720,"ESSINGTON","JOLIET","IL",60435,"JACK'S CAR WASH AND OIL CHANGE","20-0987459","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1720 ESSINGTON JOLIET IL 60435",-88.1605848,41.5526303,"1720 essington rd, joliet, il 60435, usa"
"673",2307,"JEFFERSON","JOLIET","IL",60435,"ARBY'S ROAST BEEF 5797","65-1246474","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2307 JEFFERSON JOLIET IL 60435",-88.1386321,41.5226224,"2307 w jefferson st, joliet, il 60435, usa"
"674",753,"RUBY","JOLIET","IL",60435,"THIRTY BUCK SPORTS BAR","36-3829119","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS V VIDEO GAMING","CLASS V","CLASS V VIDEO GAMING","LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M MUSIC/ENTERTAINMENT",NA,"LIQ","LIQUOR LICENSE","LIQUOR LICENSE","CLASS M ENTERTAINMENT/VP",NA,"753 RUBY JOLIET IL 60435",-88.1005128,41.5379042,"753 ruby st, joliet, il 60435, usa"
"675",251,"CHICAGO","JOLIET","IL",60432,"CHICKEN-N-SPICE","36-3534959","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"251 CHICAGO JOLIET IL 60432",-88.0819465,41.5289534,"251 n chicago st, joliet, il 60432, usa"
"676",0,"OUT OF AREA",NA,NA,NA,"SYSCO CHICAGO","36-3677150","WHOLESALE PURVEYOR 2ND CLASS","WHLSL 2ND","WHOLESALE PURVEYOR 2ND CLASS LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"677",91,"AIRPORT","JOLIET","IL",60431,"KB CITGO 7","36-3899043","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","GAS STATION","HOSE","91 AIRPORT JOLIET IL 60431",-88.1807747,41.5208744,"91 airport dr, joliet, il 60431, usa"
"678",703,"JACKSON","JOLIET","IL",60432,"KING FISH & WING II","27-1679201","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"703 JACKSON JOLIET IL 60432",-88.0635252,41.5318653,"703 e jackson st, joliet, il 60432, usa"
"679",30,"OHIO","JOLIET","IL",60432,"LA NUEVA MICHOACANA","90-0685293","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"30 OHIO JOLIET IL 60432",-88.0804973,41.5330256,"30 ohio st, joliet, il 60432, usa"
"680",2119,"RT 59","PLAINFIELD","IL",60586,"WENG LEE","27-0035836","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,NA,NA,NA,NA,NA,"2119 RT 59 PLAINFIELD IL 60586",-88.2011467,41.5604056,"2119 illinois rte 59, plainfield, il 60586, usa"
"681",1321,"RT 59","JOLIET","IL",60431,"FRIACOS MEXICAN GRILL & CANTINA","46-2420344","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS O OUTDOOR/BEER GRD EARLY","CLASS O","CLASS O OUTDOOR/BEER GARDEN","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","1321 RT 59 JOLIET IL 60431",-88.20027,41.5461557,"1321 illinois rte 59, plainfield, il 60586, usa"
"682",1801,"INGALLS","JOLIET","IL",60435,"WALGREENS 03929","36-2127039","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1801 INGALLS JOLIET IL 60435",-88.126317,41.5448615,"1801 ingalls ave, joliet, il 60435, usa"
"683",1514,"ESSINGTON","JOLIET","IL",60435,"WALGREENS 03946","36-2127039","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS C PACKAGE","CLASS C","CLASS C PACKAGE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,"1514 ESSINGTON JOLIET IL 60435",-88.1604705,41.5505609,"1514 essington rd, joliet, il 60435, usa"
"684",108,"LARKIN","JOLIET","IL",60436,"AUTO MEDICS","27-2801283","PUBLIC GARAGE","PUBLIC GRG","PUBLIC GARAGE LICENSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108 LARKIN JOLIET IL 60436",-88.1242197,41.5206716,"108 s larkin ave, joliet, il 60436, usa"
"685",4822,"CATON FARM","PLAINFIELD","IL",60586,"WALGREENS 04828","36-1924025","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"LIQUOR LICENSE","CLASS C PACKAGE","CLASS C","CLASS C PACKAGE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,"4822 CATON FARM PLAINFIELD IL 60586",-88.2020592,41.5644789,"4822 caton farm rd, plainfield, il 60586, usa"
"686",2798,"JEFFERSON","JOLIET","IL",60435,"THORNTONS 302","35-1188206","FOOD SERVICE ESTABLISHMENT","FOOD SRVC","FOOD SERVICE ESTABLISHMENT LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE",NA,"BUSINESS LICENSE","GAS STATION","GAS STATN","GAS STATION LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD SERVICE ESTABLISHMENT",NA,"BL","BUSINESS LICENSE","BUSINESS LICENSE","FOOD STORE","EMPL","2798 JEFFERSON JOLIET IL 60435",-88.1500291,41.5215956,"2798 w jefferson st, joliet, il 60435, usa"
"687",358,"CASS","JOLIET","IL",60432,"WALGREENS 05386","36-2127039","FOOD STORE","FOOD STORE","FOOD STORE LICENSE","BL","BUSINESS LICENSE","BUSINESS LICENSE","TOBACCO DEALER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358 CASS JOLIET IL 60432",-88.0732045,41.5274419,"358 e cass st, joliet, il 60432, usa"
