LOC.NO,LOC.STREET,LOC.CITY,LOC.STATE,LOC.ZIP,BUS.NAME,DBA,SSN,BUS.PHONE,LIC.TEXT2..LIC.1.,CHG.1.DESC..LIC.1.,CHG.1.LONG.DESC..LIC.1.,CYCLE.CODE..LIC.2.,CYCLE.DESC..LIC.2.,LIC.TEXT1..LIC.2.,LIC.TEXT2..LIC.2.,LIC.TEXT4..LIC.2.,CYCLE.DESC..LIC.3.,LIC.TEXT1..LIC.3.,LIC.TEXT2..LIC.3.,CHG.1.DESC..LIC.3.,CHG.1.LONG.DESC..LIC.3.,CYCLE.CODE..LIC.4.,CYCLE.DESC..LIC.4.,LIC.TEXT1..LIC.4.,LIC.TEXT2..LIC.4.,LIC.TEXT4..LIC.4.,CYCLE.CODE..LIC.5.,CYCLE.DESC..LIC.5.,LIC.TEXT1..LIC.5.,LIC.TEXT2..LIC.5.,QTY.STAT.CD..LIC.5.,QTY.CD.DESC..LIC.5.,address,lon,lat
350,HOUBOLT,JOLIET,IL,60431,"RAGUSA, KRIS",CARING HANDS BY KRIS,,,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,,,,350 HOUBOLT JOLIET IL,-88.1685747,41.5151974
4706,CATON FARM,PLAINFIELD,IL,60586,SHAWKINS II INC,JERSEY MIKE'S SUBS,46-2919060,815-267-6518,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,4706 CATON FARM PLAINFIELD IL,-88.19984099999999,41.564858
1233,WASHINGTON,JOLIET,IL,60433,SUPREME TOWING INC,CR TOWING & RECOVERY,4537-87790,815-207-9714,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,1233 WASHINGTON JOLIET IL,-88.049245,41.5247839
1530,COMMERCE,JOLIET,IL,60431,HEROES WEST LLC,HEROES WEST,34-2057549,815-725-1234,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,1530 COMMERCE JOLIET IL,-88.1701392,41.4923972
1530,COMMERCE,JOLIET,IL,60431,HEROES WEST LLC,HEROES WEST,34-2057549,815-725-1234,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,1530 COMMERCE JOLIET IL,-88.1701392,41.4923972
3340,MALL LOOP,JOLIET,IL,60431,STERLING JEWELERS INC,JARED JEWELRY BOUTIQUE 2554,52-0964503,330-665-6564,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
1415,PLAINFIELD,JOLIET,IL,60435,MICKEY OIL CO INC,MICKEY'S ONE STOP,36-2679139,815-729-1420,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING AMUSEMENT,CN AMSNT,COIN VENDING - AMUSEMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,1415 PLAINFIELD JOLIET IL,-88.1170612,41.5494413
11,3RD,JOLIET,IL,60433,ACE IRON & METALS INC,ACE IRON & METALS INC,36-2786077,815-212-1519,RECYCLING AGENT,RECYCLING,RECYCLING AGENT LICENSE,,,,,,,,,,,,,,,,,,,,,,11 3RD JOLIET IL,-88.0807741,41.5189782
1101,ESSINGTON,JOLIET,IL,60435,ZT ENTERPRISES INC,GREAT AMERICAN BAGEL,46-3690223,815-744-9630,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1101 ESSINGTON JOLIET IL,-88.16160719999999,41.54168079999999
2298,ESSINGTON,JOLIET,IL,60435,TACO MEX RESTAURANT INC,TACO MEX RESTAURANT,20-3384914,708-516-6246,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2298 ESSINGTON JOLIET IL,-88.1614513,41.5636722
3551,MALL LOOP,JOLIET,IL,60431,G6 HOSPITALITY PROPERTY LLC,MOTEL 6 1296,46-0648910,815-439-1332,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,3551 MALL LOOP JOLIET IL,-88.1705424,41.5806706
2814,FRANK TURK,PLAINFIELD,IL,60586,"MARCOLINI, DAN",DAN'S MOBILE,UNKNOWN,630-202-1457,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,2814 FRANK TURK PLAINFIELD IL,-88.23987319999999,41.5735194
0,OUT OF AREA,,,NA,ACCEL ENTERTAINMENT GAMING LLC,ACCEL ENTERTAINMENT AMUSEMENT LLC,27-0917500,630-972-2235,COIN VENDING-VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
3301,HENNEPIN,JOLIET,IL,60431,HOOTERS OF JOLIET INC,HOOTERS,,708-785-3191,CLASS M VIDEO POKER ONLY,CLASS M VP,CLASS M VIDEO POKER ONLY,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,,,,,,3301 HENNEPIN JOLIET IL,-88.1655162,41.5734556
3301,HENNEPIN,JOLIET,IL,60431,HOOTERS OF JOLIET INC,HOOTERS,,708-785-3191,CLASS M VIDEO POKER ONLY,CLASS M VP,CLASS M VIDEO POKER ONLY,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,,,,,,3301 HENNEPIN JOLIET IL,-88.1655162,41.5734556
1537,LARKIN,JOLIET,IL,60435,JEWEL FOOD STORES INC,JEWEL FOOD STORE 3124,,815-725-4407,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,1537 LARKIN JOLIET IL,-88.12737399999999,41.55090939999999
3340,MALL LOOP,JOLIET,IL,60431,168 PERFECT INC,RELAX MAGIC,26-4051548,630-335-1991,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
1401,JEFFERSON,JOLIET,IL,60435,JEWEL FOOD STORES INC,JEWEL FOOD STORE 3074,,815-725-9880,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,1401 JEFFERSON JOLIET IL,-88.1159854,41.52505499999999
2480,RT 59,PLAINFIELD,IL,60586,JEWEL FOOD STORES INC,JEWEL FOOD STORE 3080,,815-254-3291,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,2480 RT 59 PLAINFIELD IL,-88.19803619999999,41.5662751
3340,MALL LOOP,JOLIET,IL,60431,BEST BUY STORES LP,BEST BUY MOBILE 2761,41-1822872,815-577-1851,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
1207,PLAINFIELD,JOLIET,IL,60435,RICHARD PIERSON,ACE DRIVE IN,36-3755154,815-258-3433,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1207 PLAINFIELD JOLIET IL,-88.11147,41.5453248
2721,JEFFERSON,JOLIET,IL,60435,SUSHIYA ASIAN CUISINE CO,SUSHIYA ASIAN CUISINE,26-0747259,815-583-5833,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,2721 JEFFERSON JOLIET IL,-88.14894489999999,41.5231899
3351,MALL LOOP,JOLIET,IL,60431,BEST BUY LP 307,BEST BUY LP 307,41-1822872,630-845-1986,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3351 MALL LOOP JOLIET IL,-88.165357,41.580301
10,FAIRLANE,JOLIET,IL,60435,MCBRIDES ON 52 INC,MCBRIDES ON 52,46-3375177,815-530-9897,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,10 FAIRLANE JOLIET IL,-88.1493979,41.5229329
10,FAIRLANE,JOLIET,IL,60435,MCBRIDES ON 52 INC,MCBRIDES ON 52,46-3375177,815-530-9897,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,10 FAIRLANE JOLIET IL,-88.1493979,41.5229329
0,OUT OF AREA,,,NA,YELLOW CHECKER CAB CAB SHUTTLE INC,YELLOW CHECKER CAB,46-3770483,815-791-8282,TAXI DRIVER/CHAUFFEUR,TAXI/CHAUF,TAXI DRIVER/CHAUFFER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TAXI DRIVER/CHAUFFEUR,,BUSINESS LICENSE,BUSINESS LICENSE,TAXI DRIVER/CHAUFFEUR,TAXI/CHAUF,TAXI DRIVER/CHAUFFER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TAXI DRIVER/CHAUFFEUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TAXI VEHICLE 6-7 PASSENGERS,VHCL,VEHICLE,0 OUT OF AREA  ,-71.94517499999999,41.044312
3101,JEFFERSON,JOLIET,IL,60435,WVP JOLIET LLC,AURELIOS PIZZA,20-8238136,815-741-1400,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,3101 JEFFERSON JOLIET IL,-88.158182,41.5227392
2510,HAVEN,JOLIET,IL,60433,HICKORY FARMS INC,HICKORY FARMS DISTRIBUTION CENTER,34-1533409,815-462-0274,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,,,,,,,,,,,,,,,,,,,,,,2510 HAVEN JOLIET IL,-88.0221997,41.508811
2422,RT 59,PLAINFIELD,IL,60586,RDK VENTURES LLC,CIRCLE K 6863,27-1278411,815-577-1074,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,2422 RT 59 PLAINFIELD IL,-88.1998941,41.5662613
2787,BLACK,JOLIET,IL,60435,AVN LIQUOR CORPORATION INC,BLACK ROAD FOOD & LIQUOR,46-3681402,815-730-7995,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS C PACKAGE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,2787 BLACK JOLIET IL,-88.15033439999999,41.5374076
379,CASS,JOLIET,IL,60432,SUPERMERCADO JOLIET INC,SUPERMERCADO JOLIET,36-4100469,815-723-6078,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,TOBACCO,TOBACCO DEALER LICENSE FEE,,,,,,,,,,,,379 CASS JOLIET IL,-88.07287199999999,41.528093
629,HICKORY,JOLIET,IL,60435,"AGUILAR, TOMAS",SONRISAS FOOD MART,46-4188092,,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,629 HICKORY JOLIET IL,-88.087766,41.534977
3501,CHANNAHON,JOLIET,IL,60436,LIQUID THERAPY INC,LIQUID THERAPY,27-3535367,815-729-3998,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,3501 CHANNAHON JOLIET IL,-88.1640216,41.4797486
3501,CHANNAHON,JOLIET,IL,60436,LIQUID THERAPY INC,LIQUID THERAPY,27-3535367,815-729-3998,CLASS Z OUTDOOR/BEER GRD FULL,CLASS Z,CLASS Z OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,3501 CHANNAHON JOLIET IL,-88.1640216,41.4797486
0,OUT OF AREA,,,NA,AMERICAN VIDEO GAMING LLC,AMERICAN VIDEO GAMING LLC,45-3008980,630-739-0028,COIN VENDING-VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
1500,ESSINGTON,JOLIET,IL,60435,JACKPOTS GAMING & SPIRITS OF JOLIET,ON THE ROCKS,46-1920671,815-312-4163,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,CLASS H,CLASS H EXTRA HOUR,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,1500 ESSINGTON JOLIET IL,-88.1603038,41.5490522
1500,ESSINGTON,JOLIET,IL,60435,JACKPOTS GAMING & SPIRITS OF JOLIET,ON THE ROCKS,46-1920671,815-312-4163,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,CLASS H,CLASS H EXTRA HOUR,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,1500 ESSINGTON JOLIET IL,-88.1603038,41.5490522
0,OUT OF AREA,,,NA,G3 GAMING LLC,G3 GAMING,27-3771130,708-878-7708,COIN VENDING-VIDEO POKER,COIN PKR,COIN VENDING - VIDEO POKER LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
510,COLLINS,JOLIET,IL,60432,DULCEROPON LLC,DULCEROPON,46-3573328,815-272-6013,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,510 COLLINS JOLIET IL,-88.0721816,41.5341907
400,WALNUT,JOLIET,IL,60432,TORRES AUTO REPAIR INC,TORRES AUTO REPAIR,26-0888503,815-557-6852,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,400 WALNUT JOLIET IL,-88.0526527,41.5324412
222,HAMMES,JOLIET,IL,60435,THE PARC AT JOLIET LLC,THE PARC AT JOLIET,46-3973904,815-725-0443,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,,,,222 HAMMES JOLIET IL,-88.13126790000001,41.5272716
103,LARKIN,JOLIET,IL,60436,RUSH TRUCK CENTERS OF ILLINOIS INC,RUSH TRUCK CENTER JOLIET,46-3230887,830-626-5244,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,103 LARKIN JOLIET IL,-88.12567109999999,41.5204184
79,CHICAGO,JOLIET,IL,60432,THE BLUE TACO LLC,THE BLUE TACO,46-3683190,815-830-4110,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,79 CHICAGO JOLIET IL,-88.0817613,41.525707
79,CHICAGO,JOLIET,IL,60432,THE BLUE TACO LLC,THE BLUE TACO,46-3683190,815-830-4110,CLASS E RESTAURANT OR HOTEL,CLASS E,CLASS E RESTAURANT OR HOTEL,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,79 CHICAGO JOLIET IL,-88.0817613,41.525707
2811,PLAINFIELD,JOLIET,IL,60435,JOLIET GRILL HOUSE INC,HABACHI GRILL SUSHI,46-4526045,815-439-9888,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2811 PLAINFIELD JOLIET IL,-88.1568758,41.5773594
1,MAYOR ART SCHULTZ,JOLIET,IL,60432,JOLIET COMMUNITY BASEBALL & ENT LLC,JOLIET SLAMMERS,,217-381-9349,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,BUSINESS LICENSE,AMUSEMENT,AMUSEMENT,AMUSEMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS K STADIUM,,,,,,,,1 MAYOR ART SCHULTZ JOLIET IL,-88.07754179999999,41.52601749999999
356,SCOTT,JOLIET,IL,60432,SUPERIOR GAS AND FOOD LLC,CLARK GAS STATION,46-4838408,815-722-5028,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,356 SCOTT JOLIET IL,-88.079881,41.531742
1312,JEFFERSON,JOLIET,IL,60435,DAVID NELSON EXQUISITE JEWELRY CORP,DAVID NELSON EXQUISITE JEWELRY,36-374370,815-741-8741,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,1312 JEFFERSON JOLIET IL,-88.11356409999999,41.52263019999999
825,JEFFERSON,JOLIET,IL,60435,A & K CONVENENT CORP,A & K,46-4415698,815-724-0669,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,,,,825 JEFFERSON JOLIET IL,-88.1027878,41.5234232
18,LARKIN,JOLIET,IL,60436,LA MICHOACANA TRADICIONAL DE JOLIET LLC,LA MICHOACANA TRADICIONAL DE JOLIET,46-4806729,815-630-3170,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,18 LARKIN JOLIET IL,-88.12392369999999,41.521289
219,MAPLE,JOLIET,IL,60432,DERALDS INDOOR FLEA MARKET,DERALDS INDOOR FLEA MARKET,30-0090164,815-723-0700,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,219 MAPLE JOLIET IL,-88.0624629,41.529478
777,DRAPER,JOLIET,IL,60432,SPRING CREEK NURSING & REHAB LLC,SPRING CREEK NURSING & REHAB,46-4428259,815-727-4794,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,,,,777 DRAPER JOLIET IL,-88.05364879999999,41.53864979999999
2025,CHICAGO,JOLIET,IL,60436,PRIMARY PHARMACY INC,BASINGER'S PRIMARY CARE PHARMACY,36-4231633,815-723-0300,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,2025 CHICAGO JOLIET IL,-88.0812491,41.4860023
2202,ESSINGTON,JOLIET,IL,60435,BUBBLEPACK PHARMACY INC,BASINGER'S ESSINGTON PHARMACY,35-2276883,815-267-3253,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,2202 ESSINGTON JOLIET IL,-88.160935,41.5621505
3225,FIDAY,JOLIET,IL,60431,EDWARD D JONES & CO LP,EDWARD D JONES & CO LP 07680,43-0345811,314-515-4929,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,,,,3225 FIDAY JOLIET IL,-88.1688001,41.5582018
1803,JEFFERSON,JOLIET,IL,60435,CIRCLE K,CIRCLE K 6872,46-5063679,847-208-5656,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,1803 JEFFERSON JOLIET IL,-88.12509949999999,41.522977
213,LARKIN,JOLIET,IL,60436,SUPER J J FISH & CHICKEN,SUPER JJ FISH & CHICKEN,36-4782997,815-725-1511,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,213 LARKIN JOLIET IL,-88.1245348,41.5182495
3077,JEFFERSON,JOLIET,IL,60435,EDWARD D JONES & CO LP,EDWARD D JONES & CO LP 15330,43-0345811,314-515-4929,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,,,,3077 JEFFERSON JOLIET IL,-88.1572704,41.5226688
510,COLLINS,JOLIET,IL,60432,PALETRIA SAN LUIS LLC,PALETRIA SAN LUIS,46-45200095,815-630-4239,WHOLESALE PURVEYOR 1ST CLASS,WHLSLE 1ST,WHOLESALE PURVEYOR 1ST CLASS,BL,BUSINESS LICENSE,BUSINESS LICENSE,VENDOR - PUSH CARTS,,,,,,,,,,,,,,,,,,510 COLLINS JOLIET IL,-88.0721816,41.5341907
